word,happs,stdDev
вернулись,5.88,0.69
продуктов,5.88,0.9
россиян,5.88,1.04
сделаю,5.88,0.92
обеда,5.88,0.98
ipad,5.88,1.19
еду,5.88,0.9
королем,5.88,1.08
магазинам,5.88,1.0
отмечает,5.88,1.08
подтверждается,5.88,0.82
может,5.88,0.82
совместно,5.88,0.87
прочитать,5.88,0.85
пожалуй,5.88,0.87
преимущественно,5.88,1.19
читают,5.88,0.9
попробовать,5.88,0.66
крупного,5.88,0.96
принимаю,5.88,0.82
show,5.86,1.03
пожаловать,5.86,0.99
посвящена,5.86,0.97
собственный,5.86,0.9
автомобиля,5.86,1.11
посмотрю,5.86,0.86
понимаешь,5.86,0.76
самое,5.86,1.18
куплю,5.86,0.97
понятно,5.86,0.78
дому,5.86,0.93
мощности,5.86,0.88
губ,5.86,1.07
уме,5.86,0.99
точностью,5.86,0.9
фотограф,5.86,0.7
захочет,5.86,0.67
осуществить,5.86,1.01
join,5.86,0.9
участия,5.86,0.86
берегу,5.86,1.03
сделано,5.86,0.83
живо,5.86,1.31
известны,5.86,0.93
большом,5.86,0.88
своя,5.86,0.9
покупать,5.86,0.76
убедить,5.86,0.93
простить,5.86,1.18
поехала,5.86,0.93
расширение,5.86,0.93
начался,5.86,0.88
sony,5.86,0.95
приедет,5.86,0.86
самым,5.86,0.99
воде,5.86,0.97
исследователи,5.86,0.83
моей,5.86,0.95
открывай,5.86,1.18
получают,5.86,0.78
личности,5.86,1.01
bday,5.86,1.47
стиля,5.86,0.95
ладно,5.86,0.93
видишь,5.86,1.03
заходи,5.86,0.93
кормить,5.86,0.9
рассказы,5.86,0.93
конкурсе,5.86,0.88
real,5.86,0.88
представляю,5.86,0.88
робот,5.86,1.09
одежду,5.86,0.97
люди,5.86,1.01
квартиры,5.86,1.14
actors,5.86,0.95
русские,5.86,1.03
рим,5.86,1.14
превращения,5.86,1.01
осуществляется,5.86,1.07
человеку,5.86,1.05
мега,5.86,1.2
языки,5.86,1.05
южного,5.86,1.03
двигаться,5.86,0.81
водой,5.86,1.01
visit,5.86,1.03
большим,5.86,0.86
продукты,5.86,0.99
поближе,5.86,0.76
hey,5.86,1.11
августе,5.86,1.25
качества,5.86,0.78
мирового,5.86,0.95
клубе,5.86,1.16
читал,5.86,1.03
магазинах,5.86,1.01
страна,5.86,0.99
возвращайся,5.86,1.09
создание,5.86,0.97
пойму,5.86,0.9
пять,5.84,1.25
участие,5.84,0.84
позвони,5.84,1.04
рукопись,5.84,1.04
университета,5.84,0.84
авто,5.84,0.96
гречневой,5.84,1.25
вернусь,5.84,0.82
рассказывать,5.84,0.82
elena,5.84,1.2
отечественной,5.84,1.06
кристины,5.84,1.27
готовлю,5.84,0.98
обладает,5.84,0.84
выглядеть,5.84,1.0
клуба,5.84,1.04
великобритании,5.84,1.22
деятельность,5.84,0.91
напарник,5.84,0.79
житель,5.84,0.89
наушники,5.84,1.09
съесть,5.84,1.13
миллиона,5.84,1.33
результаты,5.84,1.06
собаки,5.84,1.38
отвезу,5.84,1.11
пойдем,5.84,0.82
вернешься,5.84,0.98
думать,5.84,0.93
face,5.84,0.98
приняты,5.84,1.04
российского,5.84,0.84
журнал,5.84,1.09
русском,5.84,0.82
собственную,5.84,0.96
начали,5.84,0.84
выглядишь,5.84,0.89
найдены,5.84,0.89
сайт,5.84,1.02
науке,5.84,1.02
выучить,5.84,0.87
широко,5.84,0.96
исторические,5.84,0.98
первую,5.84,0.98
буду,5.84,0.77
решила,5.84,0.82
сервис,5.84,0.96
естественно,5.84,0.87
подойдет,5.84,0.82
узнала,5.84,0.87
сна,5.84,1.04
попробуй,5.84,0.87
личное,5.84,0.79
показывают,5.84,0.84
верблюд,5.84,1.23
сохранения,5.84,1.04
получение,5.84,0.84
корабле,5.84,0.82
смс,5.84,1.02
комп,5.84,1.15
создал,5.84,0.87
позвоню,5.84,0.77
blonde,5.84,1.25
почитать,5.84,0.84
начнём,5.84,0.71
няша,5.84,1.81
поверь,5.84,0.91
цезарь,5.84,0.93
воле,5.84,1.17
созданы,5.84,0.68
поблизости,5.84,0.79
support,5.84,0.89
билеты,5.84,0.98
мышления,5.84,0.79
людям,5.84,1.04
feel,5.84,1.06
свыше,5.84,1.13
продолжай,5.84,0.84
половинка,5.84,1.09
магазине,5.84,0.96
пространстве,5.84,1.11
образовании,5.84,1.0
индейцы,5.84,1.04
реальные,5.84,1.13
евро,5.84,0.82
единственным,5.84,1.09
передовых,5.82,0.98
исследователей,5.82,0.87
hot,5.82,1.24
услышала,5.82,0.85
духе,5.82,1.08
топ,5.82,1.19
moscow,5.82,1.27
цвет,5.82,0.83
кухне,5.82,0.8
исследований,5.82,0.96
тишина,5.82,1.06
взаимодействие,5.82,0.98
спальне,5.82,1.04
читала,5.82,0.96
дааа,5.82,1.26
порядке,5.82,1.14
режиссер,5.82,0.98
повесть,5.82,0.94
iphone,5.82,1.12
право,5.82,1.02
важной,5.82,0.92
приехали,5.82,0.98
целей,5.82,0.9
наличие,5.82,0.72
представила,5.82,0.92
встал,5.82,0.9
space,5.82,1.22
рыбы,5.82,1.06
деревне,5.82,1.16
ага,5.82,0.94
даёт,5.82,1.16
нашими,5.82,0.94
найду,5.82,0.83
корабля,5.82,0.9
крупной,5.82,0.92
really,5.82,0.85
широкой,5.82,0.87
романа,5.82,0.94
пьесы,5.82,1.21
учителя,5.82,1.0
прямой,5.82,0.96
мировой,5.82,1.22
поднялся,5.82,0.96
модели,5.82,0.77
followers,5.82,1.08
первых,5.82,0.85
приходят,5.82,0.83
узнаю,5.82,0.85
мария,5.82,1.04
tomorrow,5.82,0.98
знает,5.82,1.1
реку,5.82,0.96
российский,5.82,1.24
оплаты,5.82,1.56
личных,5.82,0.96
эволюции,5.82,0.98
главным,5.82,0.92
совпадает,5.82,0.77
попробуем,5.82,0.92
собственных,5.82,0.8
снег,5.82,1.45
собственность,5.82,1.0
понять,5.82,0.85
свой,5.82,0.98
науки,5.82,0.9
добавлено,5.82,0.72
действительность,5.82,0.96
eyes,5.82,0.92
поезд,5.82,0.92
человеке,5.82,1.02
приняли,5.82,0.94
точно,5.82,0.85
начало,5.82,0.92
отметим,5.82,1.08
молиться,5.82,1.45
лесных,5.82,0.98
царство,5.82,1.4
поверил,5.82,0.94
погоду,5.82,0.8
ближайшие,5.82,0.87
возможным,5.82,0.83
album,5.8,0.9
oнa,5.8,0.93
поверишь,5.8,0.83
нормально,5.8,0.78
добавил,5.8,0.86
рекомендациями,5.8,1.03
поехать,5.8,1.11
начала,5.8,0.76
людей,5.8,0.97
главная,5.8,0.9
российских,5.8,1.03
внимательно,5.8,0.93
компом,5.8,1.01
созданию,5.8,0.78
намного,5.8,0.76
вечер,5.8,1.11
устраивает,5.8,0.88
заснуть,5.8,1.16
download,5.8,0.9
mp3,5.8,0.9
предложили,5.8,0.9
хотим,5.8,0.95
принёс,5.8,0.57
начинаю,5.8,0.76
россияне,5.8,1.36
читайте,5.8,0.9
mature,5.8,1.12
бар,5.8,1.07
чтения,5.8,0.99
думаю,5.8,0.97
америку,5.8,1.39
питере,5.8,0.99
быстрее,5.8,1.05
воду,5.8,0.99
наталья,5.8,1.14
апреле,5.8,0.99
сделал,5.8,0.9
особое,5.8,0.93
писателей,5.8,0.95
скорость,5.8,1.01
сборная,5.8,0.97
передовой,5.8,1.2
научный,5.8,0.83
ключи,5.8,0.97
создания,5.8,0.9
полностью,5.8,0.73
голова,5.8,1.01
вспомнить,5.8,0.83
появилась,5.8,0.99
моего,5.8,0.88
появились,5.8,0.73
белый,5.8,0.95
video,5.8,0.9
поднять,5.8,0.86
целого,5.8,0.95
3d,5.8,1.2
апреля,5.8,1.11
придумали,5.8,1.03
могут,5.8,0.7
легких,5.8,0.97
повести,5.8,0.88
вернёмся,5.8,1.01
движения,5.8,0.81
images,5.8,0.93
скачать,5.8,0.88
кухню,5.8,0.83
независимо,5.8,0.76
человеком,5.8,0.97
tonight,5.8,0.86
послание,5.8,1.03
день,5.8,0.7
вернемся,5.8,0.86
путь,5.8,0.83
обеспечить,5.8,0.76
выгляжу,5.8,0.95
создает,5.8,0.83
ключ,5.8,0.95
личные,5.8,0.7
июня,5.8,0.93
отношений,5.8,0.86
поговорим,5.8,0.76
пшеницы,5.78,0.91
угадай,5.78,0.95
истории,5.78,0.91
самой,5.78,0.84
-россия,5.78,1.04
французского,5.78,0.84
more,5.78,1.0
широкий,5.78,1.0
цели,5.78,0.76
узнаешь,5.78,0.84
свою,5.78,0.93
квартире,5.78,1.09
вегас,5.78,1.23
лицо,5.78,0.84
пары,5.78,0.89
windows,5.78,0.89
включить,5.78,0.71
учитель,5.78,1.09
августа,5.78,1.11
листья,5.78,0.93
дяди,5.78,1.04
письма,5.78,0.93
качеств,5.78,0.84
спят,5.78,1.17
память,5.78,1.02
зрение,5.78,0.86
полное,5.78,0.91
тысяч,5.78,1.02
старался,5.78,1.13
писателя,5.78,0.93
учить,5.78,1.06
дают,5.78,0.91
my,5.78,0.95
виделись,5.78,0.82
выступления,5.78,1.06
французский,5.78,1.07
нашу,5.78,0.84
компанию,5.78,1.04
старший,5.78,0.95
правой,5.78,1.0
chat,5.78,0.84
полегче,5.78,1.11
личного,5.78,0.74
америке,5.78,1.2
получим,5.78,1.02
строительство,5.78,0.84
добавила,5.78,0.76
открыла,5.78,0.95
people,5.78,0.91
реализации,5.78,1.11
особенного,5.78,0.79
позвонить,5.78,1.06
huge,5.78,0.95
мои,5.78,0.74
меня,5.78,0.89
земле,5.78,0.91
скоростью,5.78,0.95
поколения,5.78,0.91
научная,5.78,1.06
выполнить,5.78,0.93
прочитал,5.78,0.93
важные,5.78,0.91
сделает,5.78,0.86
ведущих,5.78,0.89
широкие,5.78,0.86
изучение,5.78,0.82
елена,5.78,1.23
поступить,5.78,0.91
нормальные,5.78,0.93
прочитала,5.78,0.82
пес,5.78,1.31
марта,5.78,0.86
действительно,5.78,0.76
научной,5.78,0.91
равновесия,5.78,0.91
советую,5.78,0.93
дадим,5.78,0.84
будем,5.78,0.79
вижу,5.78,0.84
наушниках,5.78,1.04
силе,5.78,0.97
сделка,5.78,1.07
моделей,5.78,0.82
довольно,5.78,1.13
москве,5.78,1.3
ванной,5.78,1.0
милорд,5.78,1.04
помощи,5.78,1.07
прибыл,5.78,0.84
перевод,5.78,0.91
входите,5.78,0.76
первое,5.78,0.89
международного,5.76,1.08
едем,5.76,0.92
иисусе,5.76,1.44
рыба,5.76,1.08
web,5.76,1.06
приехал,5.76,0.72
придет,5.76,0.74
начать,5.76,0.94
принято,5.76,0.96
коня,5.76,0.94
учился,5.76,0.96
наличии,5.76,0.8
клип,5.76,1.0
корова,5.76,1.2
германия,5.76,1.0
downloads,5.76,0.96
понял,5.76,0.92
собственной,5.76,0.89
позволите,5.76,1.08
смысл,5.76,0.92
звоните,5.76,0.89
помнишь,5.76,0.92
катя,5.76,1.14
дух,5.76,1.35
знают,5.76,0.85
представь,5.76,0.8
началось,5.76,0.69
думаем,5.76,0.8
академии,5.76,1.02
наша,5.76,0.77
авторы,5.76,0.94
производительность,5.76,1.02
исторический,5.76,0.85
принесла,5.76,0.8
слышно,5.76,0.92
придёт,5.76,0.77
лежать,5.76,1.06
читателя,5.76,0.77
корпоратив,5.76,1.3
всегда,5.76,0.96
мимими,5.76,1.59
историческая,5.76,0.94
ездить,5.76,0.82
videos,5.76,0.89
днем,5.76,0.98
граф,5.76,1.1
шире,5.76,0.89
звук,5.76,0.85
мыслей,5.76,0.92
широким,5.76,0.94
читателей,5.76,0.89
начинай,5.76,0.77
научного,5.76,0.89
деревни,5.76,1.2
soon,5.76,0.8
выступление,5.76,1.08
ровно,5.76,0.85
демократии,5.76,1.27
лично,5.76,0.77
историю,5.76,0.87
увижу,5.76,0.94
свое,5.76,0.77
ipod,5.76,1.06
совесть,5.76,1.29
гора,5.76,0.92
наверх,5.76,0.82
автомобилей,5.76,1.12
колледж,5.76,1.08
научные,5.76,1.0
кровати,5.76,0.92
действует,5.76,0.89
начинается,5.76,0.98
оплата,5.76,1.24
разговариваю,5.76,0.87
прислал,5.76,0.85
full,5.76,1.32
личной,5.76,1.0
будет,5.76,0.98
предложения,5.76,0.82
важным,5.76,0.87
белой,5.76,1.06
берег,5.76,0.98
добавить,5.74,0.9
позвонил,5.74,0.92
выполнение,5.74,0.83
светлана,5.74,1.35
первого,5.74,0.75
деревню,5.74,1.1
определенно,5.74,0.78
представляешь,5.74,0.78
знаешь,5.74,0.9
сохраняется,5.74,0.96
предложил,5.74,0.75
джин,5.74,0.99
покое,5.74,0.88
получает,5.74,0.75
имеем,5.74,0.9
народная,5.74,0.96
занимается,5.74,1.03
видела,5.74,0.8
объективно,5.74,1.07
осуществление,5.74,0.94
японии,5.74,0.96
пришли,5.74,0.78
часто,5.74,0.88
представить,5.74,0.8
занятие,5.74,0.99
технологии,5.74,0.96
народные,5.74,1.08
евро-2012,5.74,1.38
целью,5.74,0.99
city,5.74,1.05
знаком,5.74,0.75
похожи,5.74,0.66
игрок,5.74,1.19
останься,5.74,1.01
начинаем,5.74,0.94
царской,5.74,1.14
buy,5.74,1.08
универ,5.74,1.29
столицы,5.74,0.96
капитан,5.74,0.85
воли,5.74,1.1
мощностью,5.74,0.88
прямом,5.74,0.85
дадут,5.74,0.88
маша,5.74,0.99
костюм,5.74,1.01
story,5.74,0.94
младший,5.74,1.08
продолжим,5.74,0.66
научных,5.74,0.92
она,5.74,0.9
рецепт,5.74,0.94
спишь,5.74,1.07
читай,5.74,0.8
поверьте,5.74,0.75
особый,5.74,0.94
расскажешь,5.74,0.78
император,5.74,1.26
йорк,5.74,1.01
отеле,5.74,0.9
айфон,5.74,1.41
опыте,5.74,0.78
делаю,5.74,0.78
моем,5.74,0.83
инет,5.74,1.16
united,5.74,0.9
photoset,5.74,1.08
простой,5.74,0.83
своего,5.74,0.69
сделали,5.74,0.8
думает,5.74,0.72
экспедиции,5.74,1.03
think,5.74,0.75
yourself,5.74,0.94
вертолет,5.74,0.96
выбраться,5.74,1.01
проще,5.74,1.12
ма,5.74,1.12
увидишь,5.74,0.8
пришел,5.74,0.78
говоришь,5.74,0.88
пространства,5.74,1.1
входи,5.74,0.72
миссия,5.74,1.01
ресурсы,5.74,0.75
находим,5.74,0.78
приобретает,5.74,0.83
айпады,5.74,1.38
представьте,5.74,0.78
приехать,5.74,0.83
разговор,5.74,0.88
ученых,5.74,0.94
мое,5.74,0.8
найдется,5.74,0.83
гляди,5.74,0.92
ответы,5.74,0.88
даа,5.74,1.23
закончил,5.74,1.08
примером,5.74,0.94
захотел,5.74,0.78
появление,5.74,0.69
позволит,5.74,0.83
рубашку,5.74,0.83
зеркало,5.74,0.99
контакт,5.72,0.83
беру,5.72,0.83
посмотрела,5.72,0.73
action,5.72,1.07
исправить,5.72,0.99
диалог,5.72,0.76
расскажет,5.72,0.76
имеешь,5.72,0.83
картофеля,5.72,0.99
индии,5.72,1.07
бегать,5.72,1.13
автор,5.72,0.78
сцены,5.72,0.9
закончили,5.72,1.07
движении,5.72,0.86
give,5.72,0.93
позволяет,5.72,0.93
снимки,5.72,0.88
лодке,5.72,0.9
естественных,5.72,0.7
исследования,5.72,0.73
изучению,5.72,0.88
характера,5.72,0.81
обеспечения,5.72,0.76
отвечаю,5.72,0.86
продвигаю,5.72,0.83
окна,5.72,0.93
видим,5.72,0.86
москву,5.72,0.95
начинают,5.72,0.81
запад,5.72,1.16
прямая,5.72,0.83
российские,5.72,0.93
косметика,5.72,1.18
хранить,5.72,1.03
сумма,5.72,0.88
позволю,5.72,0.88
возможно,5.72,0.81
своими,5.72,0.78
совпадение,5.72,0.88
услышать,5.72,0.7
магазина,5.72,0.86
голос,5.72,1.03
таня,5.72,1.11
столик,5.72,0.97
источники,5.72,0.83
альбом,5.72,0.86
rus,5.72,0.9
ощущение,5.72,1.01
первом,5.72,0.95
думай,5.72,0.88
позволить,5.72,0.9
личный,5.72,0.81
романе,5.72,0.88
широких,5.72,0.73
most,5.72,0.95
авторов,5.72,0.86
приняла,5.72,0.81
пишет,5.72,0.83
вечера,5.72,0.93
школе,5.72,0.97
знаем,5.72,0.95
признаться,5.72,1.01
господи,5.72,1.51
fans,5.72,1.03
утрам,5.72,1.05
яйца,5.72,1.26
ордена,5.72,0.88
ого,5.72,1.26
капитал,5.72,1.16
найти,5.72,0.81
увидим,5.72,0.81
узнать,5.72,0.76
занимаются,5.72,0.7
силах,5.72,0.93
норрис,5.72,1.09
снегом,5.72,1.09
создан,5.72,0.88
единого,5.72,0.81
объясню,5.72,0.78
сходство,5.72,0.81
узнаем,5.72,0.86
моём,5.72,0.86
земли,5.72,0.99
журнале,5.72,0.88
ехать,5.72,0.86
горизонта,5.72,0.97
принес,5.72,0.78
чикаго,5.72,1.33
напишу,5.72,0.76
посмотри,5.72,0.93
ест,5.72,0.83
совершить,5.72,0.97
вскоре,5.72,0.7
способствовать,5.72,0.88
наш,5.72,0.78
собирать,5.72,0.78
always,5.72,0.95
принять,5.72,0.78
вход,5.72,0.81
парней,5.72,0.86
поговорить,5.72,0.9
эффекта,5.7,0.93
меню,5.7,0.91
мою,5.7,1.02
взгляни,5.7,0.76
делает,5.7,0.84
разговаривать,5.7,0.97
осуществлять,5.7,0.97
hair,5.7,0.95
слышу,5.7,0.65
ленинград,5.7,1.09
планы,5.7,0.84
гражданин,5.7,0.84
майя,5.7,1.18
свои,5.7,0.71
мистер,5.7,0.89
дневник,5.7,0.86
мак,5.7,1.09
водных,5.7,0.95
погода,5.7,0.99
языке,5.7,0.84
подъема,5.7,0.89
род,5.7,1.05
появляются,5.7,0.71
представления,5.7,0.95
думаешь,5.7,0.79
машины,5.7,0.84
историческое,5.7,0.81
защиты,5.7,1.05
ощущения,5.7,0.99
сохранение,5.7,0.89
снов,5.7,0.93
вернуться,5.7,1.07
зная,5.7,0.79
наверняка,5.7,0.74
телефону,5.7,0.74
возникновение,5.7,0.89
заняться,5.7,0.71
исследование,5.7,0.84
длинный,5.7,0.99
secret,5.7,1.11
американский,5.7,1.37
рост,5.7,0.93
звучит,5.7,0.84
характер,5.7,0.95
матч,5.7,1.02
корабль,5.7,0.91
широком,5.7,0.95
подумаю,5.7,0.91
открою,5.7,0.84
студентов,5.7,0.89
двигайся,5.7,0.91
поля,5.7,1.05
полно,5.7,1.07
-да,5.7,1.05
сцена,5.7,0.86
season,5.7,0.89
летит,5.7,0.91
she,5.7,1.04
зерна,5.7,0.93
ольга,5.7,1.05
краснодар,5.7,1.04
применять,5.7,0.91
рулит,5.7,1.34
колледжа,5.7,0.86
владелец,5.7,1.05
идём,5.7,0.81
наиболее,5.7,0.81
переписка,5.7,0.97
позволяют,5.7,0.79
лежу,5.7,1.09
находилась,5.7,0.97
новгород,5.7,0.91
скорости,5.7,0.86
стиле,5.7,0.84
international,5.7,1.23
глазами,5.7,1.04
вернутся,5.7,0.99
разумеется,5.7,0.97
закончила,5.7,1.07
вернется,5.7,1.05
спрашивай,5.7,0.76
языках,5.7,0.97
елены,5.7,1.02
нашего,5.7,0.81
местечко,5.7,1.02
союз,5.7,1.18
прочности,5.7,0.91
присаживайтесь,5.7,0.93
сообщил,5.7,0.79
научно,5.7,0.84
сохранить,5.7,0.68
позволил,5.7,0.81
образ,5.7,0.84
подробности,5.7,0.74
нхл,5.7,0.99
идет,5.7,0.76
натали,5.7,1.11
собрались,5.7,0.84
движением,5.7,1.04
желая,5.7,0.91
уверяю,5.7,1.02
конкурса,5.7,1.13
твоей,5.7,0.97
множество,5.7,0.91
войдите,5.7,0.84
продолжать,5.7,0.84
микки,5.7,1.2
постоянного,5.7,0.74
непременно,5.7,0.97
давать,5.7,0.95
рассказала,5.7,0.84
наших,5.68,0.77
пойдёмте,5.68,0.89
сайты,5.68,1.02
освоения,5.68,0.71
простого,5.68,0.77
специалисты,5.68,1.13
рассказа,5.68,0.84
джерри,5.68,1.04
учебу,5.68,1.25
сыграет,5.68,0.96
принесли,5.68,0.68
смотрим,5.68,0.77
росту,5.68,0.82
более,5.68,0.82
российской,5.68,0.98
городе,5.68,0.96
эвм,5.68,1.0
произвести,5.68,0.74
холодильнике,5.68,1.1
remember,5.68,0.96
поезде,5.68,0.84
опыта,5.68,0.77
наук,5.68,0.96
начнем,5.68,0.79
укрепления,5.68,0.98
обладают,5.68,0.84
рекомендации,5.68,0.89
ноут,5.68,1.22
build,5.68,1.04
за,5.68,0.74
привезли,5.68,0.74
команде,5.68,0.96
пришёл,5.68,0.94
узнайте,5.68,0.71
own,5.68,1.0
целиком,5.68,0.87
обещает,5.68,0.82
движется,5.68,0.68
произведений,5.68,0.89
взгляд,5.68,0.94
выпуск,5.68,1.04
обеспечивает,5.68,0.77
лодку,5.68,0.89
работать,5.68,1.08
автором,5.68,0.74
единой,5.68,1.0
аня,5.68,1.02
выбрать,5.68,0.91
новости,5.68,0.82
начну,5.68,0.65
полях,5.68,0.91
альбома,5.68,0.91
моих,5.68,0.65
отмечал,5.68,1.02
проект,5.68,0.82
сделают,5.68,0.68
начинает,5.68,0.68
даю,5.68,0.96
news,5.68,0.82
сторонников,5.68,0.79
поле,5.68,0.84
слушаешь,5.68,0.84
хватает,5.68,1.11
начал,5.68,0.68
по-моему,5.68,0.98
едешь,5.68,0.71
коллеги,5.68,0.91
покажу,5.68,0.77
решил,5.68,0.84
патрик,5.68,1.08
двор,5.68,0.77
поднял,5.68,0.82
digital,5.68,0.82
оставайся,5.68,0.94
город,5.68,1.04
собираюсь,5.68,0.82
марина,5.68,0.91
будешь,5.68,0.77
внимания,5.68,0.91
anna,5.68,1.06
софи,5.68,1.06
смысла,5.68,0.84
привез,5.68,0.87
приму,5.68,0.62
александра,5.68,1.04
ролик,5.68,0.77
словарь,5.68,1.04
согласно,5.68,0.79
андроид,5.68,1.36
представлений,5.68,0.79
looking,5.68,0.87
появилось,5.68,0.79
представляют,5.68,0.77
студии,5.68,0.89
разговаривает,5.66,0.63
продолжает,5.66,0.72
существенное,5.66,0.8
создании,5.66,0.75
торговля,5.66,0.8
собственности,5.66,1.06
своей,5.66,0.8
спи,5.66,1.02
бери,5.66,1.1
возвращайтесь,5.66,1.17
гору,5.66,0.72
состоится,5.66,0.77
заказать,5.66,0.87
останусь,5.66,0.82
источника,5.66,0.94
красного,5.66,0.96
письме,5.66,0.77
da,5.66,1.17
сегодня,5.66,0.66
америка,5.66,1.38
посмотрите,5.66,0.66
пёс,5.66,1.26
слушаю,5.66,0.69
up,5.66,1.04
прямого,5.66,0.72
опытом,5.66,0.75
похожа,5.66,0.75
phone,5.66,0.92
пойдёт,5.66,0.75
чаще,5.66,0.82
звонит,5.66,0.94
получит,5.66,0.72
станем,5.66,0.92
подъем,5.66,1.1
вспоминаю,5.66,0.94
саша,5.66,0.96
исторической,5.66,0.82
поедешь,5.66,0.77
зa,5.66,0.82
начнется,5.66,0.69
людях,5.66,0.8
казани,5.66,1.06
реальности,5.66,0.87
писать,5.66,0.75
сообщения,5.66,0.72
моими,5.66,0.98
соответствует,5.66,0.77
body,5.66,0.82
принадлежит,5.66,0.94
взгляните,5.66,0.77
оценить,5.66,0.8
рассказывает,5.66,0.77
участвовать,5.66,0.89
масло,5.66,0.75
здравоохранения,5.66,1.17
давай,5.66,0.66
начинайте,5.66,0.85
трейлер,5.66,0.94
прямых,5.66,0.75
посмотреть,5.66,0.63
dj,5.66,1.15
началась,5.66,0.77
работает,5.66,0.94
сне,5.66,1.0
принял,5.66,0.8
силу,5.66,1.14
будь,5.66,0.75
школах,5.66,0.89
лица,5.66,0.82
кореша,5.66,1.53
информации,5.66,0.85
большинство,5.66,1.02
сцену,5.66,0.82
йоу,5.66,1.27
будьте,5.66,1.08
продолжал,5.66,0.66
воспоминания,5.66,0.94
москвы,5.66,1.21
продолжается,5.66,0.69
послушать,5.66,1.06
работаю,5.66,1.21
подумала,5.66,0.8
германии,5.66,1.0
главного,5.66,1.1
послушайте,5.66,0.94
разговариваешь,5.66,0.87
сильно,5.66,1.02
пойдём,5.66,0.77
нашим,5.66,0.8
высоко,5.66,0.87
маленькая,5.66,1.22
portable,5.66,0.92
делаете,5.66,0.89
флаг,5.66,0.96
равной,5.66,0.85
американской,5.66,1.47
особенность,5.66,0.8
постоянной,5.66,0.89
новостей,5.66,1.08
думают,5.66,0.8
народный,5.66,1.02
анна,5.66,1.06
рядом,5.66,0.75
ночи,5.66,1.12
исследованиях,5.66,0.82
сделать,5.66,0.59
особую,5.66,1.02
спит,5.66,0.96
компания,5.66,0.87
решить,5.66,0.96
слышать,5.66,0.69
торговли,5.66,0.82
смотрит,5.66,0.82
начинаешь,5.66,0.77
отправиться,5.66,0.82
android,5.66,1.26
покажи,5.66,0.75
сегодняшнего,5.66,0.72
голове,5.66,0.89
машиной,5.66,1.08
обещание,5.66,0.87
can,5.64,0.83
занятия,5.64,0.83
джулия,5.64,1.05
фотошоп,5.64,0.96
отношении,5.64,1.12
получишь,5.64,0.88
мною,5.64,0.69
встречались,5.64,1.14
своею,5.64,0.72
сити,5.64,1.14
miss,5.64,1.12
взглянуть,5.64,0.85
мне,5.64,0.72
делаем,5.64,0.75
дорога,5.64,0.9
капитала,5.64,0.94
совести,5.64,1.22
телефоне,5.64,0.8
настя,5.64,1.08
подумал,5.64,0.69
фоток,5.64,0.9
угодно,5.64,1.01
собственного,5.64,0.83
двое,5.64,0.83
даст,5.64,0.94
отношение,5.64,0.75
завести,5.64,0.85
иван,5.64,1.01
появляется,5.64,0.78
выжить,5.64,1.34
взяла,5.64,0.72
высоты,5.64,1.05
объяснить,5.64,0.85
хватило,5.64,0.94
мгновение,5.64,0.78
дальнейшее,5.64,0.83
заниматься,5.64,0.85
сборной,5.64,0.85
автора,5.64,0.96
unlocked,5.64,1.19
хозяйство,5.64,0.9
своё,5.64,0.78
делают,5.64,0.78
рассказывал,5.64,0.8
открывается,5.64,0.88
получения,5.64,0.66
даешь,5.64,0.94
товаров,5.64,0.92
началу,5.64,0.72
wants,5.64,0.85
утверждать,5.64,0.96
мнe,5.64,0.8
ем,5.64,0.92
города,5.64,0.94
приготовиться,5.64,0.92
me,5.64,0.8
сделаем,5.64,0.69
you,5.64,0.96
взгляда,5.64,0.78
иностранных,5.64,1.05
пойдет,5.64,0.8
собираемся,5.64,0.78
сезон,5.64,0.85
иметь,5.64,1.06
приносит,5.64,0.83
взгляды,5.64,0.9
красный,5.64,0.85
тобой,5.64,0.92
моим,5.64,0.78
идёт,5.64,0.83
предлагают,5.64,1.06
эпохи,5.64,0.8
очерк,5.64,0.83
высота,5.64,0.9
целом,5.64,0.88
сейчас,5.64,0.83
учителей,5.64,1.01
входят,5.64,0.69
шансов,5.64,1.05
полученные,5.64,0.75
ради,5.64,0.75
рассказывала,5.64,0.88
хотят,5.64,0.94
синьор,5.64,0.83
хватало,5.64,1.03
занимаешься,5.64,0.75
coming,5.64,0.9
абсолютно,5.64,1.01
мэри,5.64,1.08
попробую,5.64,0.75
результатом,5.64,0.83
месторождений,5.64,1.12
увидел,5.64,0.9
показывать,5.64,0.83
позвонила,5.64,0.9
наблюдать,5.64,0.8
кусочек,5.64,1.03
выбрал,5.64,0.83
мозга,5.64,1.16
люси,5.64,1.06
голову,5.64,0.96
горячий,5.64,1.12
history,5.64,1.01
слышит,5.64,0.75
домов,5.64,0.92
предлагаю,5.64,0.85
исторически,5.64,0.88
продолжить,5.64,0.69
млрд,5.64,1.38
началом,5.64,0.8
предложений,5.64,0.72
речь,5.64,0.8
looks,5.64,0.75
видеть,5.64,0.9
наблюдения,5.64,0.92
англ,5.64,1.03
начнет,5.64,0.83
помнит,5.64,0.94
head,5.64,0.85
портал,5.62,0.9
мост,5.62,0.81
узнай,5.62,0.88
репортаж,5.62,0.88
суть,5.62,0.81
соединение,5.62,0.83
западных,5.62,0.99
