source,domain,chart,region,country,continent,date,position,title,artist,url,scraped_at,city,track_id,album,popularity,energy,danceability,valence,tempo,loudness,acousticness,instrumentalness,speechiness,liveness
official_site,en.wikipedia.org,List of best-selling singles,,,,,18,""" Hello """,Adele,,2025-11-22T13:42:50.133484+00:00,,,25,76,0.43,0.578,0.288,78.991,-6.134,0.33,0.0,0.0305,0.0854
official_site,en.wikipedia.org,List of best-selling singles,,,,,18,""" Peaches """,Justin Bieber featuring Daniel Caesar and Giveon,,2025-11-22T13:42:50.133484+00:00,,,Justice,81,0.696,0.677,0.464,90.03,-6.181,0.321,0.0,0.119,0.42
,en.wikipedia.org,List of best-selling singles,,,,,18,""" Wabash Cannonball """,Roy Acuff,,2025-11-22T13:42:50.133484+00:00,,,,26,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,18,""" Another One Bites the Dust """,Queen,,2025-11-22T13:42:50.133484+00:00,,,,82,,,,,,,,,
,turntablecharts.com,TurnTable Top,,,,,18,Unto The Next Famous PLuto,Zerrydl,,2025-12-08T07:53:35.451142+00:00,,,,72,,,,,,,,,
billboard,billboard.com,hot-100,,,,2011-06-04,19,The Edge Of Glory,Lady Gaga,,2025-11-22T16:33:59.805187+00:00,,,Workout Hits 2023,69,0.766,0.583,0.395,127.95,-6.47,0.000348,0.0125,0.0408,0.108
billboard,billboard.com,hot-100,,,,2014-06-07,19,Pompeii,Bastille,,2025-11-22T16:39:29.267559+00:00,,,10's Music Grandi Successi,76,0.711,0.68,0.571,127.436,-6.371,0.0918,0.0,0.0414,0.241
,turntablecharts.com,TurnTable Top,,,,,19,"One Condition DJ Tunez, Wizkid",FOLA,,2025-11-10T14:31:10.192616+00:00,,,,74,,,,,,,,,
,billboard.com,Greatest of All Time Hot 100 Singles,US,,,,19,Circles,Post Malone,,2025-11-22T13:42:37.507466+00:00,,,,86,,,,,,,,,
official_site,en.wikipedia.org,List of best-selling singles,,,,,19,""" Diana """,Paul Anka,,2025-11-22T13:42:50.133484+00:00,,,Sings His Favorites,59,0.576,0.551,0.919,142.814,-8.49,0.762,0.0,0.0325,0.803
,en.wikipedia.org,List of best-selling singles,,,,,19,""" Careless Whisper """,George Michael,,2025-11-22T13:42:50.133484+00:00,,,,80,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,19,""" Needed Me """,Rihanna,,2025-11-22T13:42:50.133484+00:00,,,,82,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,19,""" Lose Control """,Teddy Swims,,2025-11-22T13:42:50.133484+00:00,,,,90,,,,,,,,,
,turntablecharts.com,TurnTable Top,,,,,19,"Isaka II (6am) Ciza, Tems & Omah Lay","Thukuthela, Ja...",,2025-12-08T07:53:35.451142+00:00,,,,74,,,,,,,,,
billboard,billboard.com,hot-100,,,,2011-06-04,20,Dirty Dancer,Enrique Iglesias With Usher Featuring Lil Wayne,,2025-11-22T16:33:59.805187+00:00,,,Euphoria,57,0.939,0.651,0.733,133.05,-3.606,0.00604,0.0,0.0774,0.139
billboard,billboard.com,hot-100,,,,2017-06-03,20,Believer,Imagine Dragons,,2025-11-22T16:45:13.029007+00:00,,,Evolve,88,0.78,0.776,0.666,124.949,-4.374,0.0622,0.0,0.128,0.081
billboard,billboard.com,hot-100,,,,2018-06-02,20,In My Blood,Shawn Mendes,,2025-11-22T16:47:08.199945+00:00,,,Concierto en la ducha,73,0.711,0.622,0.487,140.016,-7.321,0.0573,0.0,0.0665,0.13
billboard,billboard.com,hot-100,,,,2019-06-01,20,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,,2025-11-22T16:49:02.534815+00:00,,,"thank u, next",76,0.554,0.726,0.335,169.999,-5.29,0.0421,0.0,0.0917,0.106
billboard,billboard.com,hot-100,,,,2024-01-06,20,Santa Baby,Eartha Kitt With Henri Rene And His Orchestra,,2025-11-22T14:54:46.536981+00:00,,,Classic Christmas Greatest Hits,86,0.237,0.467,0.388,101.759,-13.373,0.892,3.46e-06,0.0542,0.148
,turntablecharts.com,TurnTable Top,,,,,20,Demons Zlatan,Qing Madi,,2025-11-10T14:31:10.192616+00:00,,,,57,,,,,,,,,
,turntablecharts.com,TurnTable Top 100 Album,,,,,20,Boy Alone: Deluxe Edition,Omah Lay,,2025-11-10T14:31:15.113015+00:00,,,,,,,,,,,,,
,billboard.com,Greatest of All Time Hot 100 Singles,US,,,,20,Endless Love,Diana Ross & Lionel Richie,,2025-11-22T13:42:37.507466+00:00,,,,72,,,,,,,,,
official_site,en.wikipedia.org,List of best-selling singles,,,,,20,""" You Shook Me All Night Long """,AC/DC,,2025-11-22T13:42:50.133484+00:00,,,Back In Black,83,0.767,0.532,0.755,127.361,-5.509,0.00287,0.000513,0.0574,0.39
official_site,en.wikipedia.org,List of best-selling singles,,,,,20,""" I'm Yours """,Jason Mraz,,2025-11-22T13:42:50.133484+00:00,,,We Sing. We Dance. We Steal Things.,82,0.444,0.703,0.712,150.96,-9.331,0.559,0.0,0.0417,0.0973
,en.wikipedia.org,List of best-selling singles,,,,,20,""" Señorita """,Shawn Mendes and Camila Cabello,,2025-11-22T13:42:50.133484+00:00,,,,81,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,20,""" The Box """,Roddy Ricch,,2025-11-22T13:42:50.133484+00:00,,,,83,,,,,,,,,
billboard,billboard.com,hot-100,,,,2012-06-02,21,Rumour Has It,Adele,,2025-11-22T16:35:40.323986+00:00,,,21,67,0.749,0.612,0.574,120.052,-5.014,0.615,0.0,0.0446,0.167
billboard,billboard.com,hot-100,,,,2013-06-01,21,Wagon Wheel,Darius Rucker,,2025-11-22T16:37:35.081974+00:00,,,Fishing Music,79,0.661,0.535,0.596,148.121,-7.139,0.46,0.0,0.0304,0.142
billboard,billboard.com,hot-100,,,,2014-06-07,21,Me And My Broken Heart,Rixton,,2025-11-22T16:39:29.267559+00:00,,,Let The Road,76,0.783,0.545,0.551,174.084,-4.261,0.00489,0.0,0.0345,0.132
billboard,billboard.com,hot-100,,,,2015-06-06,21,G.D.F.R.,Flo Rida Featuring Sage The Gemini & Lookas,,2025-11-22T16:41:24.543250+00:00,,,Pushin P - Top Rap,72,0.827,0.657,0.69,145.887,-4.034,0.000698,0.0053,0.0736,0.065
billboard,billboard.com,hot-100,,,,2016-06-04,21,H.O.L.Y.,Florida Georgia Line,,2025-11-22T16:43:18.797585+00:00,,,Dig Your Roots,66,0.666,0.523,0.564,78.077,-4.081,0.401,0.0,0.0327,0.0728
billboard,billboard.com,hot-100,,,,2018-06-02,21,Heaven,Kane Brown,,2025-11-22T16:47:08.199945+00:00,,,Kane Brown (Deluxe Edition),70,0.556,0.677,0.521,80.006,-6.544,0.263,0.0,0.0306,0.105
billboard,billboard.com,hot-100,,,,2020-06-06,21,Falling,Trevor Daniel,,2025-11-22T16:50:54.449032+00:00,,,Nicotine,75,0.431,0.785,0.236,127.085,-8.756,0.123,0.0,0.0364,0.0887
,turntablecharts.com,TurnTable Top 100 Album,,,,,21,5ive,Davido,,2025-11-10T14:31:15.113015+00:00,,,,,,,,,,,,,
,billboard.com,Greatest of All Time Hot 100 Singles,US,,,,21,Tonight's The Night (Gonna Be Alright),Rod Stewart,,2025-11-22T13:42:37.507466+00:00,,,,58,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,21,""" My Sweet Lord """,George Harrison,,2025-11-22T13:42:50.133484+00:00,,,,76,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,21,""" Right Round """,Flo Rida featuring Kesha,,2025-11-22T13:42:50.133484+00:00,,,,83,,,,,,,,,
billboard,billboard.com,hot-100,,,,2012-06-02,22,Lights,Ellie Goulding,,2025-11-22T16:35:40.323986+00:00,,,Old But Gold,70,0.732,0.699,0.676,120.028,-6.307,0.0771,0.00198,0.0304,0.131
billboard,billboard.com,hot-100,,,,2015-06-06,22,Girl Crush,Little Big Town,,2025-11-22T16:41:24.543250+00:00,,,Pain Killer,70,0.225,0.5,0.355,173.788,-10.22,0.842,0.0,0.0302,0.112
billboard,billboard.com,hot-100,,,,2018-06-02,22,Freaky Friday,Lil Dicky Featuring Chris Brown,,2025-11-22T16:47:08.199945+00:00,,,Freaky Friday (feat. Chris Brown),74,0.599,0.755,0.755,133.123,-5.042,0.147,0.0,0.224,0.109
billboard,billboard.com,hot-100,,,,2019-06-01,22,High Hopes,Panic! At The Disco,,2025-11-22T16:49:02.534815+00:00,,,Pray for the Wicked,81,0.904,0.579,0.681,82.014,-2.729,0.193,0.0,0.0618,0.064
billboard,billboard.com,hot-100,,,,2020-06-06,22,Gooba,6ix9ine,,2025-11-22T16:50:54.449032+00:00,,,TattleTales,69,0.688,0.611,0.393,178.462,-5.688,0.0264,0.0,0.341,0.251
billboard,billboard.com,hot-100,,,,2024-01-06,22,Run Rudolph Run,Chuck Berry,,2025-11-22T14:54:46.536981+00:00,,,CHRISTMAS TOP HITS 2022,87,0.876,0.647,0.949,151.925,-5.662,0.881,3.59e-05,0.185,0.26
,turntablecharts.com,TurnTable Top,,,,,22,Dangbana Riddim Bella Shmurda,FOLA,,2025-11-10T14:31:10.192616+00:00,,,,70,,,,,,,,,
,turntablecharts.com,TurnTable Top 100 Album,,,,,22,Morayo,Wizkid,,2025-11-10T14:31:15.113015+00:00,,,,,,,,,,,,,
,billboard.com,Greatest of All Time Hot 100 Singles,US,,,,22,Foolish Games/You Were Meant For Me,Jewel,,2025-11-22T13:42:37.507466+00:00,,,,,,,,,,,,,
official_site,en.wikipedia.org,List of best-selling singles,,,,,22,""" September ""","Earth, Wind & Fire",,2025-11-22T13:42:50.133484+00:00,,,"The Best Of Earth, Wind & Fire Vol. 1",83,0.832,0.697,0.979,125.926,-7.264,0.168,0.00131,0.0298,0.269
,en.wikipedia.org,List of best-selling singles,,,,,22,""" Chirpy Chirpy Cheep Cheep """,Middle of the Road,,2025-11-22T13:42:50.133484+00:00,,,,53,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,22,""" Waka Waka (This Time for Africa) """,Shakira featuring Freshlyground,,2025-11-22T13:42:50.133484+00:00,,,,70,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,22,""" Low """,Flo Rida featuring T-Pain,,2025-11-22T13:42:50.133484+00:00,,,,85,,,,,,,,,
,turntablecharts.com,TurnTable Top,,,,,22,Lonely At The Top,Asake,,2025-12-08T07:53:35.451142+00:00,,,,72,,,,,,,,,
,turntablecharts.com,TurnTable Top 100 Album,,,,,22,Champion's Arrival,EP Champz,,2025-12-08T07:53:46.147589+00:00,,,,,,,,,,,,,
billboard,billboard.com,hot-100,,,,2017-06-03,23,In Case You Didn't Know,Brett Young,,2025-11-22T16:45:13.029007+00:00,,,Brett Young,75,0.536,0.607,0.434,147.986,-7.306,0.386,0.0,0.0305,0.102
billboard,billboard.com,hot-100,,,,2022-01-01,23,Shivers,Ed Sheeran,,2025-11-22T15:10:20.303946+00:00,,,Today's Party Hits,82,0.859,0.788,0.822,141.02,-2.724,0.281,0.0,0.0856,0.0424
,turntablecharts.com,TurnTable Top,,,,,23,eko,FOLA,,2025-11-10T14:31:10.192616+00:00,,,,71,,,,,,,,,
,turntablecharts.com,TurnTable Top 100 Album,,,,,23,Thy Kingdom Come Seyi,Vibez,,2025-11-10T14:31:15.113015+00:00,,,,,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,23,""" I'm a Believer """,The Monkees,,2025-11-22T13:42:50.133484+00:00,,,,72,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,23,""" Roar """,Katy Perry,,2025-11-22T13:42:50.133484+00:00,,,,79,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,23,""" Bad Romance """,Lady Gaga,,2025-11-22T13:42:50.133484+00:00,,,,86,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,23,""" Good 4 U """,Olivia Rodrigo,,2025-11-22T13:42:50.133484+00:00,,,,83,,,,,,,,,
,turntablecharts.com,TurnTable Top,,,,,23,UP Seyi Vibez,Trippie Redd,,2025-12-08T07:53:35.451142+00:00,,,,69,,,,,,,,,
,turntablecharts.com,TurnTable Top 100 Album,,,,,23,what a feeling,EP FOLA,,2025-12-08T07:53:46.147589+00:00,,,,,,,,,,,,,
billboard,billboard.com,hot-100,,,,2011-06-04,24,Born This Way,Lady Gaga,,2025-11-22T16:33:59.805187+00:00,,,Beginner Ride (Mixtape Vol. 1),75,0.835,0.586,0.492,123.936,-5.117,0.00387,0.0,0.146,0.304
billboard,billboard.com,hot-100,,,,2013-06-01,24,Highway Don't Care,Tim McGraw With Taylor Swift,,2025-11-22T16:37:35.081974+00:00,,,Two Lanes Of Freedom,56,0.79,0.477,0.505,157.797,-5.348,0.0261,0.0,0.0394,0.0841
billboard,billboard.com,hot-100,,,,2014-06-07,24,Best Day Of My Life,American Authors,,2025-11-22T16:39:29.267559+00:00,,,"Oh, What A Life",79,0.902,0.673,0.538,100.012,-2.392,0.0591,0.000262,0.0346,0.0558
billboard,billboard.com,hot-100,,,,2017-06-03,24,Unforgettable,French Montana Featuring Swae Lee,,2025-11-22T16:45:13.029007+00:00,,,Jungle Rules,87,0.769,0.726,0.733,97.985,-5.043,0.0293,0.0101,0.123,0.104
billboard,billboard.com,hot-100,,,,2019-06-01,24,God's Country,Blake Shelton,,2025-11-22T16:49:02.534815+00:00,,,Single Saturday Night - Country Songs,68,0.754,0.537,0.212,139.986,-5.102,0.0586,4.8e-06,0.0399,0.118
billboard,billboard.com,hot-100,,,,2020-06-06,24,Sunday Best,Surfaces,,2025-11-22T16:50:54.449032+00:00,,,Where the Light Is,73,0.525,0.878,0.694,112.022,-6.832,0.183,0.0,0.0578,0.0714
billboard,billboard.com,hot-100,,,,2022-01-01,24,Need To Know,Doja Cat,,2025-11-22T15:10:20.303946+00:00,,,Planet Her,79,0.609,0.664,0.194,130.041,-6.509,0.304,0.0,0.0707,0.0926
,turntablecharts.com,TurnTable Top,,,,,24,Spaghetti,Rybeena,,2025-11-10T14:31:10.192616+00:00,,,,61,,,,,,,,,
,turntablecharts.com,TurnTable Top 100 Album,,,,,24,Prince Of The Street Ayo,Maff,,2025-11-10T14:31:15.113015+00:00,,,,,,,,,,,,,
official_site,billboard.com,Greatest of All Time Hot 100 Singles,US,,,,24,I'Ll Make Love To You,Boyz II Men,,2025-11-22T13:42:37.507466+00:00,,,Los Clásicos del Pop 90s,70,0.512,0.562,0.189,142.4,-6.443,0.109,0.0,0.0239,0.065
official_site,en.wikipedia.org,List of best-selling singles,,,,,24,""" Highway to Hell """,AC/DC,,2025-11-22T13:42:50.133484+00:00,,,Highway to Hell,87,0.913,0.574,0.423,115.728,-4.793,0.061,0.00158,0.133,0.156
official_site,en.wikipedia.org,List of best-selling singles,,,,,24,""" Montero (Call Me by Your Name) """,Lil Nas X,,2025-11-22T13:42:50.133484+00:00,,,MONTERO,75,0.503,0.593,0.71,178.781,-6.725,0.293,0.0,0.22,0.405
,en.wikipedia.org,List of best-selling singles,,,,,24,""" Tennessee Waltz """,Patti Page,,2025-11-22T13:42:50.133484+00:00,,,,50,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,24,""" Teenage Dream """,Katy Perry,,2025-11-22T13:42:50.133484+00:00,,,,72,,,,,,,,,
,turntablecharts.com,TurnTable Top,,,,,24,"99 Olamide, Seyi Vibez, Asake",Young Jonn ...,,2025-12-08T07:53:35.451142+00:00,,,,70,,,,,,,,,
billboard,billboard.com,hot-100,,,,2014-06-07,25,Classic,MKTO,,2025-11-22T16:39:29.267559+00:00,,,MKTO,80,0.791,0.72,0.756,102.071,-4.689,0.0384,0.0,0.124,0.157
billboard,billboard.com,hot-100,,,,2017-06-03,25,Slide,Calvin Harris Featuring Frank Ocean & Migos,,2025-11-22T16:45:13.029007+00:00,,,Slide (feat. Frank Ocean & Migos),74,0.795,0.736,0.511,104.066,-3.299,0.498,1.21e-06,0.0545,0.254
billboard,billboard.com,hot-100,,,,2024-01-06,25,Little Saint Nick,The Beach Boys,,2025-11-22T14:54:46.536981+00:00,,,Classic Christmas Greatest Hits,82,0.424,0.551,0.925,131.746,-10.73,0.637,0.0,0.0353,0.165
,turntablecharts.com,TurnTable Top,,,,,25,On a Kentro Fireboy DML & Pheelz,L.A.X,,2025-11-10T14:31:10.192616+00:00,,,,55,,,,,,,,,
,billboard.com,Greatest of All Time Hot 100 Singles,US,,,,25,"The Theme From ""A Summer Place""",Percy Faith And His Orchestra,,2025-11-22T13:42:37.507466+00:00,,,,60,,,,,,,,,
official_site,en.wikipedia.org,List of best-selling singles,,,,,25,""" Ain't No Mountain High Enough """,Marvin Gaye,,2025-11-22T13:42:50.133484+00:00,,,United,84,0.6,0.663,0.8,129.991,-10.87,0.43,0.0,0.032,0.184
,en.wikipedia.org,List of best-selling singles,,,,,25,""" Earth Angel """,The Penguins,,2025-11-22T13:42:50.133484+00:00,,,,40,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,25,""" Girls Like You """,Maroon 5 featuring Cardi B,,2025-11-22T13:42:50.133484+00:00,,,,73,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,25,""" Life Is Good """,Future featuring Drake,,2025-11-22T13:42:50.133484+00:00,,,,76,,,,,,,,,
,turntablecharts.com,TurnTable Top,,,,,25,Nights In The Sun Odeal,Wizkid,,2025-12-08T07:53:35.451142+00:00,,,,70,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,25,""" Ain't No Mountain High Enough """,Marvin Gaye & Tammi Terrell,,2025-12-08T08:00:18.670801+00:00,,,,84,,,,,,,,,
billboard,billboard.com,hot-100,,,,2010-06-05,26,Dream On,Glee Cast Featuring Neil Patrick Harris,,2025-11-22T16:32:19.189507+00:00,,,"Glee: The Music, Volume 3 Showstoppers",46,0.622,0.417,0.224,154.022,-4.706,0.0128,2.46e-06,0.0299,0.614
billboard,billboard.com,hot-100,,,,2014-06-07,26,Counting Stars,OneRepublic,,2025-11-22T16:39:29.267559+00:00,,,Native,88,0.705,0.664,0.477,122.016,-4.972,0.0654,0.0,0.0382,0.118
billboard,billboard.com,hot-100,,,,2017-06-03,26,Tunnel Vision,Kodak Black,,2025-11-22T16:45:13.029007+00:00,,,Hiphopowe nowości,76,0.489,0.497,0.231,171.853,-7.724,0.0576,9.91e-05,0.294,0.122
billboard,billboard.com,hot-100,,,,2019-06-01,26,Whiskey Glasses,Morgan Wallen,,2025-11-22T16:49:02.534815+00:00,,,If I Know Me,81,0.68,0.614,0.707,149.959,-4.58,0.369,1.84e-06,0.0289,0.115
billboard,billboard.com,hot-100,,,,2020-06-06,26,Death Bed,Powfu Featuring beabadoobee,,2025-11-22T16:50:54.449032+00:00,,,death bed (coffee for your head),82,0.431,0.726,0.348,144.026,-8.765,0.731,0.0,0.135,0.696
billboard,billboard.com,hot-100,,,,2022-01-01,26,Super Gremlin,Kodak Black,,2025-11-22T15:10:20.303946+00:00,,,"#Multiverse, If the Multiverse Is Real",71,0.414,0.825,0.106,72.993,-6.634,0.00265,0.0,0.144,0.357
billboard,billboard.com,hot-100,,,,2024-01-06,26,Wonderful Christmastime,Paul McCartney,,2025-11-22T14:54:46.536981+00:00,,,Holidays Are Coming,89,0.601,0.672,0.763,94.699,-6.469,0.128,0.0,0.0279,0.0824
,turntablecharts.com,TurnTable Top,,,,,26,lost FOLA,Kizz Daniel,,2025-11-10T14:31:10.192616+00:00,,,,70,,,,,,,,,
,turntablecharts.com,TurnTable Top 100 Album,,,,,26,EZIOKWU (UNCUT),ODUMODUBLVCK,,2025-11-10T14:31:15.113015+00:00,,,,,,,,,,,,,
,billboard.com,Greatest of All Time Hot 100 Singles,US,,,,26,Le Freak,Chic,,2025-11-22T13:42:37.507466+00:00,,,,69,,,,,,,,,
official_site,en.wikipedia.org,List of best-selling singles,,,,,26,""" Hound Dog """,Elvis Presley,,2025-11-22T13:42:50.133484+00:00,,,Elvis' Golden Records,68,0.756,0.494,0.949,86.895,-8.492,0.733,0.00505,0.0499,0.76
,en.wikipedia.org,List of best-selling singles,,,,,26,""" Eye of the Tiger """,Survivor,,2025-11-22T13:42:50.133484+00:00,,,,78,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,26,""" Birds of a Feather """,Billie Eilish,,2025-11-22T13:42:50.133484+00:00,,,,95,,,,,,,,,
,turntablecharts.com,TurnTable Top,,,,,26,caricature,FOLA,,2025-12-08T07:53:35.451142+00:00,,,,72,,,,,,,,,
,turntablecharts.com,TurnTable Top 100 Album,,,,,26,Barrystar Vol. 1 (Deluxe) Barry,Jhay,,2025-12-08T07:53:46.147589+00:00,,,,,,,,,,,,,
billboard,billboard.com,hot-100,,,,2022-01-01,27,abcdefu,GAYLE,,2025-11-22T15:10:20.303946+00:00,,,abcdefu,73,0.54,0.695,0.415,121.932,-5.692,0.299,0.0,0.0493,0.367
billboard,billboard.com,hot-100,,,,2022-07-02,27,Numb Little Bug,Em Beihold,,2025-11-22T15:11:28.361775+00:00,,,Numb Little Bug,70,0.527,0.742,0.638,84.974,-6.892,0.327,0.0,0.0769,0.25
,turntablecharts.com,TurnTable Top 100 Album,,,,,27,THE MACHINE IS COMING,ODUMODUBLVCK,,2025-11-10T14:31:15.113015+00:00,,,,,,,,,,,,,
official_site,billboard.com,Greatest of All Time Hot 100 Singles,US,,,,27,How Deep Is Your Love,Bee Gees,,2025-11-22T13:42:37.507466+00:00,,,Greatest,81,0.357,0.633,0.674,104.938,-9.366,0.105,0.0,0.0264,0.133
,en.wikipedia.org,List of best-selling singles,,,,,27,""" A Whiter Shade of Pale """,Procol Harum,,2025-11-22T13:42:50.133484+00:00,,,,69,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,27,""" ...Baby One More Time """,Britney Spears,,2025-11-22T13:42:50.133484+00:00,,,,84,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,27,""" A Bar Song (Tipsy) """,Shaboozey,,2025-11-22T13:42:50.133484+00:00,,,,83,,,,,,,,,
billboard,billboard.com,hot-100,,,,2017-06-03,28,Rockabye,Clean Bandit Featuring Sean Paul & Anne-Marie,,2025-11-22T16:45:13.029007+00:00,,,Cardio Tracks,80,0.759,0.724,0.765,101.943,-3.996,0.411,0.0,0.0544,0.437
billboard,billboard.com,hot-100,,,,2023-07-01,28,Next Thing You Know,Jordan Davis,,2025-11-22T15:09:11.302782+00:00,,,Next Thing You Know,74,0.597,0.557,0.414,78.526,-8.296,0.646,0.0,0.048,0.0974
,turntablecharts.com,TurnTable Top,,,,,28,"Ewo Famous PLuto, Shallipopi",Zerrydl,,2025-11-10T14:31:10.192616+00:00,,,,71,,,,,,,,,
,turntablecharts.com,TurnTable Top 100 Album,,,,,28,Shakur (Deluxe) T.I,BLAZE,,2025-11-10T14:31:15.113015+00:00,,,,,,,,,,,,,
official_site,en.wikipedia.org,List of best-selling singles,,,,,28,""" Girls Just Want to Have Fun """,Cyndi Lauper,,2025-11-22T13:42:50.133484+00:00,,,She's So Unusual,82,0.799,0.71,0.725,120.372,-4.897,0.22,0.000602,0.0328,0.349
official_site,en.wikipedia.org,List of best-selling singles,,,,,28,""" Rivers of Babylon """,Boney M.,,2025-11-22T13:42:50.133484+00:00,,,Nightflight to Venus,70,0.851,0.729,0.741,115.118,-7.033,0.13,0.000912,0.0362,0.443
,en.wikipedia.org,List of best-selling singles,,,,,28,""" Wake Me Up """,Avicii featuring Aloe Blacc,,2025-11-22T13:42:50.133484+00:00,,,,86,,,,,,,,,
billboard,billboard.com,hot-100,,,,2012-06-02,29,I Won't Give Up,Jason Mraz,,2025-11-22T16:35:40.323986+00:00,,,Love Is a Four Letter Word,71,0.303,0.483,0.139,133.406,-10.058,0.694,0.0,0.0429,0.115
billboard,billboard.com,hot-100,,,,2014-06-07,29,Latch,Disclosure Featuring Sam Smith,,2025-11-22T16:39:29.267559+00:00,,,Larga Vida al Electro,83,0.731,0.5,0.542,121.989,-5.494,0.0179,0.000338,0.163,0.0864
billboard,billboard.com,hot-100,,,,2016-06-04,29,Sorry,Justin Bieber,,2025-11-22T16:43:18.797585+00:00,,,Fiesta de disfraces vol. II,86,0.748,0.679,0.438,100.035,-3.624,0.0878,0.0,0.0385,0.299
,turntablecharts.com,TurnTable Top 100 Album,,,,,29,Children Of Africa,EP Seyi Vibez,,2025-11-10T14:31:15.113015+00:00,,,,,,,,,,,,,
,billboard.com,Greatest of All Time Hot 100 Singles,US,,,,29,We Found Love,Rihanna Featuring Calvin Harris,,2025-11-22T13:42:37.507466+00:00,,,,80,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,29,""" Cheap Thrills """,Sia featuring Sean Paul,,2025-11-22T13:42:50.133484+00:00,,,,79,,,,,,,,,
,turntablecharts.com,TurnTable Top 100 Album,,,,,29,Ukanigbe,Mavo,,2025-12-08T07:53:46.147589+00:00,,,,53,,,,,,,,,
billboard,billboard.com,hot-100,,,,2012-06-02,30,Titanium,David Guetta Featuring Sia,,2025-11-22T16:35:40.323986+00:00,,,Nothing but the Beat (Ultimate Edition),84,0.787,0.604,0.301,126.062,-3.674,0.0679,0.15,0.103,0.127
billboard,billboard.com,hot-100,,,,2013-06-01,30,Clarity,Zedd Featuring Foxes,,2025-11-22T16:37:35.081974+00:00,,,Workout Hits 2023,79,0.781,0.509,0.176,128.002,-3.48,0.0391,0.0,0.0721,0.0749
billboard,billboard.com,hot-100,,,,2015-06-06,30,Fight Song,Rachel Platten,,2025-11-22T16:41:24.543250+00:00,,,Wildfire,75,0.714,0.564,0.33,175.924,-4.987,0.0549,0.0,0.129,0.155
billboard,billboard.com,hot-100,,,,2018-06-02,30,Call Out My Name,The Weeknd,,2025-11-22T16:47:08.199945+00:00,,,"My Dear Melancholy,",86,0.593,0.461,0.175,134.17,-4.954,0.17,0.0,0.0356,0.307
billboard,billboard.com,hot-100,,,,2021-01-02,30,I Hope,Gabby Barrett Featuring Charlie Puth,,2025-11-22T15:12:36.405866+00:00,,,Goldmine,71,0.536,0.466,0.377,75.998,-6.227,0.0951,0.0,0.0429,0.114
,turntablecharts.com,TurnTable Top 100 Album,,,,,30,Made In Lagos: Deluxe Edition,Wizkid,,2025-11-10T14:31:15.113015+00:00,,,,,,,,,,,,,
official_site,en.wikipedia.org,List of best-selling singles,,,,,30,""" My Sharona """,The Knack,,2025-11-22T13:42:50.133484+00:00,,,Get The Knack,71,0.7,0.586,0.897,147.245,-9.558,0.0589,0.00125,0.0363,0.0318
,en.wikipedia.org,List of best-selling singles,,,,,30,""" All About That Bass """,Meghan Trainor,,2025-11-22T13:42:50.133484+00:00,,,,66,,,,,,,,,
,turntablecharts.com,TurnTable Top,,,,,30,UNIVERSE Seyi,Vibez,,2025-12-08T07:53:35.451142+00:00,,,,68,,,,,,,,,
billboard,billboard.com,hot-100,,,,2018-06-02,31,New Rules,Dua Lipa,,2025-11-22T16:47:08.199945+00:00,,,Dua Lipa (Deluxe),82,0.7,0.762,0.608,116.073,-6.021,0.00261,1.56e-05,0.0694,0.153
billboard,billboard.com,hot-100,,,,2020-06-06,31,My Oh My,Camila Cabello Featuring DaBaby,,2025-11-22T16:50:54.449032+00:00,,,Romance,77,0.491,0.724,0.383,105.046,-6.024,0.018,1.29e-05,0.0296,0.0887
,turntablecharts.com,TurnTable Top,,,,,31,Very Soon BNXN,FOLA,,2025-11-10T14:31:10.192616+00:00,,,,72,,,,,,,,,
,turntablecharts.com,TurnTable Top 100 Album,,,,,31,Uncle K: Lemon Chase Kizz,Daniel,,2025-11-10T14:31:15.113015+00:00,,,,,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,31,"""Be Apart""",Tia Ray,,2025-11-22T13:42:50.133484+00:00,,,,53,,,,,,,,,
